Date,ARKB Close,ARKB Volume,BTC Close,NAV Estimate,Premium/Discount (bps),Cost (bps),Create Signal,Redeem Signal,Spread Captured (bps),P&L Per Trade (USD)
2024-03-28,23.6600,9526800,70744.95,21.4357,1037.65,25.02,true,false,1012.63,11979.43
2024-04-01,23.2600,5875800,69702.15,21.1198,1013.39,25.35,true,false,988.04,11490.92
2024-04-02,21.9900,5929500,65446.97,19.8304,1089.02,26.46,true,false,1062.55,11682.77
2024-04-03,21.9567,3618900,65980.81,19.9922,982.62,26.49,true,false,956.13,10496.71
2024-04-04,22.8467,5534100,68508.84,20.7582,1006.10,25.70,true,false,980.41,11199.51
2024-04-05,22.4767,5460000,67837.64,20.5548,934.99,26.02,true,false,908.97,10215.35
2024-04-08,23.9300,6236400,71631.36,21.7043,1025.46,24.80,true,false,1000.66,11972.89
2024-04-09,22.9933,7454700,69139.02,20.9491,975.80,25.57,true,false,950.23,10924.45
2024-04-10,23.3833,6188400,70587.88,21.3881,932.86,25.24,true,false,907.61,10611.49
2024-04-11,23.5033,5789400,70060.61,21.2284,1071.66,25.15,true,false,1046.52,12298.33
2024-04-12,22.2967,10749300,67195.87,20.3603,951.02,26.18,true,false,924.84,10310.45
2024-04-15,21.1033,8256000,63426.21,19.2181,980.94,27.32,true,false,953.62,10062.28
2024-04-16,20.9067,4731000,63811.86,19.3350,812.86,27.52,true,false,785.34,8209.42
2024-04-17,20.3500,8520600,61276.69,18.5668,960.40,28.11,true,false,932.29,9486.04
2024-04-18,21.1867,7046100,63512.75,19.2444,1009.28,27.24,true,false,982.04,10403.12
2024-04-19,21.4733,5412900,63843.57,19.3446,1100.43,26.96,true,false,1073.47,11525.49
2024-04-22,22.2000,4821000,66837.68,20.2518,961.98,26.27,true,false,935.71,10386.38
2024-04-23,22.1833,2796300,66407.27,20.1214,1024.74,26.29,true,false,998.46,11074.57
2024-04-24,21.3033,8093700,64276.90,19.4759,938.30,27.12,true,false,911.18,9705.60
2024-04-25,21.5867,3738600,64481.71,19.5380,1048.58,26.85,true,false,1021.73,11027.90
2024-04-26,21.2400,2640000,63755.32,19.3179,995.01,27.19,true,false,967.82,10278.24
2024-04-29,20.9900,3861900,63841.12,19.3439,850.99,27.44,true,false,823.55,8643.15
2024-04-30,19.6933,7215000,60636.86,18.3730,718.65,28.85,true,false,689.80,6792.18
2024-05-01,18.9567,7567800,58254.01,17.6510,739.73,29.74,true,false,710.00,6729.57
2024-05-02,19.7933,5177100,59123.43,17.9144,1048.84,28.73,true,false,1020.10,10095.63
2024-05-03,20.7133,4213500,62889.84,19.0556,869.93,27.73,true,false,842.21,8722.47
2024-05-06,21.0800,3187500,63161.95,19.1381,1014.69,27.35,true,false,987.35,10406.64
2024-05-07,21.0167,3126900,62334.82,18.8874,1127.32,27.41,true,false,1099.91,11558.19
2024-05-08,20.7133,1900200,61187.94,18.5399,1172.27,27.73,true,false,1144.55,11853.70
2024-05-09,20.8333,3366000,63049.96,19.1041,905.14,27.60,true,false,877.54,9141.05
2024-05-10,20.2133,5576100,60792.78,18.4202,973.45,28.26,true,false,945.19,9552.73
2024-05-13,21.0633,3586200,62901.45,19.0591,1051.57,27.36,true,false,1024.20,10786.55
2024-05-14,20.5233,2188800,61552.79,18.6505,1004.18,27.93,true,false,976.25,10017.95
2024-05-15,22.0200,6952800,66267.49,20.0791,966.65,26.44,true,false,940.22,10351.81
2024-05-16,21.7400,3244200,65231.58,19.7652,999.15,26.70,true,false,972.45,10570.50
2024-05-17,22.3800,3312900,67051.88,20.3167,1015.56,26.11,true,false,989.45,11071.96
2024-05-20,23.4000,5621700,71448.20,21.6488,808.91,25.23,true,false,783.68,9169.06
2024-05-21,23.1033,4255800,70136.53,21.2514,871.46,25.48,true,false,845.98,9772.46
2024-05-22,23.2167,2849700,69122.34,20.9441,1085.08,25.38,true,false,1059.70,12301.32
2024-05-23,22.3767,4687200,67929.56,20.5827,871.61,26.11,true,false,845.50,9459.76
2024-05-24,23.0800,3838800,68526.10,20.7634,1115.71,25.50,true,false,1090.21,12581.04
2024-05-28,22.7967,3891900,68296.22,20.6938,1016.21,25.74,true,false,990.47,11289.67
2024-05-29,22.4067,2794800,67578.09,20.4762,942.81,26.08,true,false,916.72,10270.35
2024-05-30,22.9167,3943500,68364.99,20.7146,1063.06,25.64,true,false,1037.42,11887.09
2024-05-31,22.5167,5303400,67491.41,20.4499,1010.65,25.99,true,false,984.66,11085.68
2024-06-03,23.0867,4742700,68804.78,20.8478,1073.88,25.49,true,false,1048.39,12101.94
2024-06-04,23.4967,5390100,70567.77,21.3820,988.98,25.15,true,false,963.83,11323.35
2024-06-05,23.7733,3614400,71082.82,21.5381,1037.81,24.93,true,false,1012.88,12039.74
2024-06-06,23.4900,3377400,70757.16,21.4394,956.45,25.16,true,false,931.30,10938.07
2024-06-07,23.0567,6935100,69342.59,21.0108,973.72,25.52,true,false,948.20,10931.20
2024-06-10,23.1533,2227500,69512.28,21.0622,992.83,25.44,true,false,967.39,11199.16
2024-06-11,22.4467,5383500,67332.03,20.4016,1002.40,26.05,true,false,976.35,10957.95
2024-06-12,22.5000,6848100,68241.19,20.6771,881.61,26.00,true,false,855.61,9625.66
2024-06-13,22.1700,5592000,66756.40,20.2272,960.49,26.30,true,false,934.20,10355.58
2024-06-14,21.8067,6059400,66011.09,20.0014,902.59,26.64,true,false,875.96,9550.84
2024-06-17,22.2233,3430200,66490.30,20.1466,1030.83,26.25,true,false,1004.58,11162.60
2024-06-18,21.4467,3980400,65140.75,19.7376,865.87,26.98,true,false,838.89,8995.66
2024-06-20,21.6700,3860700,64828.66,19.6431,1031.87,26.77,true,false,1005.11,10890.34
2024-06-21,21.4033,2457600,64096.20,19.4211,1020.63,27.02,true,false,993.61,10633.26
2024-06-24,19.7467,10519800,60277.41,18.2641,811.76,28.79,true,false,782.98,7730.58
2024-06-25,20.6367,10480800,61804.64,18.7268,1019.85,27.81,true,false,992.05,10236.29
2024-06-26,20.3033,3252900,60811.28,18.4258,1018.96,28.16,true,false,990.80,10058.23
2024-06-27,20.4567,2868900,61604.80,18.6663,959.17,28.00,true,false,931.17,9524.35
2024-06-28,19.9933,3005400,60320.14,18.2770,939.07,28.51,true,false,910.56,9102.56
2024-07-01,21.0567,6264000,62851.98,19.0442,1056.76,27.37,true,false,1029.39,10837.79
2024-07-02,20.6067,3498000,62029.02,18.7948,964.03,27.84,true,false,936.19,9645.91
2024-07-03,20.1367,2784900,60173.92,18.2327,1044.26,28.35,true,false,1015.91,10228.55
2024-07-05,18.8533,9312600,56662.38,17.1687,981.22,29.87,true,false,951.35,8968.11
2024-07-08,18.8133,7342200,56705.10,17.1816,949.67,29.92,true,false,919.75,8651.79
2024-07-09,19.2833,3965100,58009.23,17.5768,970.90,29.34,true,false,941.57,9078.28
2024-07-10,19.1333,3787500,57742.50,17.4960,935.85,29.52,true,false,906.33,8670.54
2024-07-11,19.1233,4792500,57344.91,17.3755,1005.91,29.53,true,false,976.38,9335.83
2024-07-12,19.2067,5105100,57899.46,17.5435,948.00,29.43,true,false,918.57,8821.35
2024-07-15,21.1533,7960500,64870.15,19.6557,761.96,27.27,true,false,734.68,7770.51
2024-07-16,21.7433,4902300,65097.15,19.7244,1023.55,26.70,true,false,996.86,10837.48
2024-07-17,21.5300,3445500,64118.79,19.4280,1081.95,26.90,true,false,1055.05,11357.57
2024-07-18,21.1867,3770400,63974.07,19.3841,929.90,27.24,true,false,902.66,9562.14
2024-07-19,22.4333,9190800,66710.16,20.2132,1098.37,26.06,true,false,1072.31,12027.75
2024-07-22,22.7700,4378500,67585.25,20.4783,1119.07,25.76,true,false,1093.31,12447.31
2024-07-23,21.8367,4169100,65927.67,19.9761,931.40,26.61,true,false,904.80,9878.87
2024-07-24,21.8733,3900300,65372.13,19.8078,1042.81,26.57,true,false,1016.24,11114.27
2024-07-25,21.5400,4383000,65777.23,19.9305,807.56,26.89,true,false,780.67,8407.77
2024-07-26,22.6800,4295700,67912.06,20.5774,1021.82,25.84,true,false,995.98,11294.45
2024-07-29,22.4233,8012700,66819.91,20.2464,1075.20,26.07,true,false,1049.13,11762.52
2024-07-30,21.9467,4154400,66201.02,20.0589,941.11,26.50,true,false,914.60,10036.25
2024-07-31,21.7233,3778500,64619.25,19.5796,1094.86,26.72,true,false,1068.15,11601.86
2024-08-01,21.0667,10461600,65357.50,19.8033,637.95,27.36,true,false,610.59,6431.50
2024-08-02,20.8267,6218100,61415.07,18.6088,1191.86,27.61,true,false,1164.25,12123.75
2024-08-05,17.8133,17231400,53991.46,16.3594,888.74,31.26,true,false,857.48,7637.25
2024-08-06,18.9033,6945900,56034.32,16.9784,1133.76,29.81,true,false,1103.95,10434.17
2024-08-07,18.2267,7175700,55027.46,16.6733,931.64,30.69,true,false,900.95,8210.63
2024-08-08,19.7933,6178200,61710.14,18.6982,585.71,28.73,true,false,556.97,5512.15
2024-08-09,20.2400,3142800,60880.11,18.4467,972.17,28.23,true,false,943.93,9552.61
2024-08-12,19.6600,4372500,59354.52,17.9844,931.69,28.89,true,false,902.80,8874.49
2024-08-13,20.2733,2668200,60609.57,18.3647,1039.30,28.20,true,false,1011.10,10249.17
2024-08-14,19.6200,5080800,58737.27,17.7974,1024.09,28.94,true,false,995.15,9762.44
2024-08-15,19.0067,5583600,57560.10,17.4407,897.87,29.68,true,false,868.20,8250.78
2024-08-16,19.9000,3912000,58894.11,17.8449,1151.64,28.61,true,false,1123.02,11174.08
2024-08-19,19.6433,2076300,59493.45,18.0265,896.91,28.91,true,false,868.00,8525.23
2024-08-20,19.8333,3636000,59012.79,17.8809,1091.92,28.69,true,false,1063.23,10543.75
2024-08-21,20.5500,3797700,61175.19,18.5361,1086.48,27.90,true,false,1058.59,10876.98
2024-08-22,20.0800,2445900,60381.91,18.2957,975.24,28.41,true,false,946.83,9506.21
2024-08-23,21.2200,8664900,64094.36,19.4206,926.55,27.21,true,false,899.34,9542.01
2024-08-26,21.0967,3279600,62880.66,19.0528,1072.71,27.33,true,false,1045.38,11027.06
2024-08-27,20.6933,2546100,59504.13,18.0298,1477.33,27.75,true,false,1449.58,14998.31
2024-08-28,19.6100,5318700,59027.63,17.8854,964.27,28.95,true,false,935.32,9170.82
2024-08-29,19.7400,7066800,59388.18,17.9946,969.95,28.80,true,false,941.15,9289.15
2024-08-30,19.5433,5624700,59119.48,17.9132,910.02,29.03,true,false,880.99,8608.75
2024-09-03,19.3167,2491500,57431.02,17.4016,1100.51,29.30,true,false,1071.22,10346.16
2024-09-04,19.3333,5095200,57971.54,17.5654,1006.50,29.28,true,false,977.22,9446.50
2024-09-05,18.6633,3590700,56160.49,17.0166,967.70,30.11,true,false,937.59,8749.30
2024-09-06,17.8167,5876400,53948.75,16.3465,899.40,31.26,true,false,868.14,7733.67
2024-09-09,19.0367,5656800,57019.54,17.2769,1018.55,29.64,true,false,988.92,9412.83
2024-09-10,19.3167,1578900,57648.71,17.4676,1058.60,29.30,true,false,1029.30,9941.32
2024-09-11,19.1933,4677600,57343.17,17.3750,1046.53,29.45,true,false,1017.09,9760.66
2024-09-12,19.4667,2158200,58127.01,17.6125,1052.77,29.12,true,false,1023.65,9963.52
2024-09-13,19.9100,5260200,60571.30,18.3531,848.30,28.60,true,false,819.70,8160.11
2024-09-16,19.3000,2319300,58192.51,17.6323,945.80,29.32,true,false,916.49,8844.09
2024-09-17,19.9667,6385500,60308.54,18.2735,926.58,28.54,true,false,898.04,8965.43
2024-09-18,20.0033,2914200,61649.68,18.6799,708.51,28.50,true,false,680.01,6801.23
2024-09-19,21.0700,2162100,62940.46,19.0710,1048.21,27.36,true,false,1020.85,10754.71
2024-09-20,20.9233,2092200,63192.98,19.1475,927.46,27.51,true,false,899.96,9415.06
2024-09-23,21.0833,2321100,63329.80,19.1889,987.24,27.34,true,false,959.89,10118.87
2024-09-24,21.4233,1906800,64301.97,19.4835,995.63,27.01,true,false,968.63,10375.59
2024-09-25,21.0467,1117200,63143.14,19.1324,1000.55,27.38,true,false,973.17,10241.01
2024-09-26,21.5633,5789700,65181.02,19.7498,918.23,26.87,true,false,891.36,9610.33
2024-09-27,21.8867,5879400,65790.66,19.9346,979.25,26.56,true,false,952.69,10425.62
2024-09-30,21.1567,2991600,63329.50,19.1888,1025.51,27.27,true,false,998.24,10559.69
2024-10-01,20.5633,5548200,60837.01,18.4336,1155.35,27.88,true,false,1127.46,11592.19
2024-10-02,20.0433,4041000,60632.79,18.3717,909.88,28.45,true,false,881.42,8833.34
2024-10-03,20.3233,2630400,60759.40,18.4101,1039.23,28.14,true,false,1011.09,10274.35
2024-10-04,20.7933,2407500,62067.48,18.8064,1056.49,27.64,true,false,1028.85,10696.62
2024-10-07,21.1233,2791800,62236.66,18.8577,1201.43,27.30,true,false,1174.13,12400.75
2024-10-08,20.7267,3163800,62131.97,18.8260,1009.60,27.71,true,false,981.89,10175.69
2024-10-09,20.3033,1816800,60582.10,18.3564,1060.64,28.16,true,false,1032.48,10481.39
2024-10-10,19.8733,2799300,60274.50,18.2632,881.64,28.64,true,false,853.00,8475.97
2024-10-11,21.0267,5747100,62445.09,18.9209,1112.95,27.40,true,false,1085.55,11412.77
2024-10-14,21.9600,7416000,66046.13,20.0120,973.43,26.49,true,false,946.94,10397.37
2024-10-15,22.3267,7316400,67041.11,20.3135,991.07,26.16,true,false,964.92,10771.70
2024-10-16,22.5733,2829300,67612.72,20.4867,1018.56,25.94,true,false,992.62,11203.38
2024-10-17,22.2633,2756400,67399.84,20.4222,901.56,26.21,true,false,875.35,9744.09
2024-10-18,22.8700,3651900,68418.79,20.7309,1031.85,25.68,true,false,1006.17,11505.54
2024-10-21,22.5600,3329100,67367.85,20.4125,1052.07,25.95,true,false,1026.13,11574.71
2024-10-22,22.4600,2722200,67361.41,20.4105,1004.14,26.04,true,false,978.10,10984.07
2024-10-23,22.1000,3300300,66432.20,20.1290,979.21,26.36,true,false,952.85,10528.96
2024-10-24,22.7300,2117700,68161.05,20.6528,1005.77,25.80,true,false,979.97,11137.40
2024-10-25,22.2233,7313400,66642.41,20.1927,1005.65,26.25,true,false,979.40,10882.82
2024-10-28,23.1967,3508800,69907.76,21.1821,951.10,25.40,true,false,925.70,10736.54
2024-10-29,24.1633,5822400,72720.49,22.0343,966.23,24.62,true,false,941.61,11376.20
2024-10-30,23.9100,2624700,72339.54,21.9189,908.40,24.82,true,false,883.58,10563.24
2024-10-31,23.2867,6186600,70215.19,21.2752,945.45,25.32,true,false,920.13,10713.34
2024-11-01,23.0267,5354400,69482.47,21.0532,937.38,25.54,true,false,911.84,10498.26
2024-11-04,22.3800,5609100,67811.51,20.5469,892.16,26.11,true,false,866.05,9691.14
2024-11-05,23.1133,5027700,69359.56,21.0159,998.00,25.47,true,false,972.53,11239.18
2024-11-06,25.3633,9414600,75639.08,22.9186,1066.68,23.74,true,false,1042.94,13226.23
2024-11-07,25.4833,4266000,75904.86,22.9992,1080.11,23.66,true,false,1056.45,13460.94
2024-11-08,25.5867,4056000,76545.48,23.1933,1031.93,23.59,true,false,1008.34,12900.08
2024-11-11,28.9767,8872500,88701.48,26.8765,781.39,21.53,true,false,759.86,11009.17
2024-11-12,29.8533,6288900,87955.81,26.6506,1201.74,21.07,true,false,1180.67,17623.47
2024-11-13,29.8567,9077700,90584.16,27.4470,877.93,21.07,true,false,856.86,12791.52
2024-11-14,29.0933,12705000,87250.43,26.4369,1004.83,21.47,true,false,983.36,14304.62
2024-11-15,30.5000,4411800,91066.01,27.5930,1053.53,20.75,true,false,1032.77,15749.80
2024-11-18,30.5033,5103900,90542.64,27.4344,1118.64,20.75,true,false,1097.88,16744.55
2024-11-19,30.8133,5679000,92343.79,27.9802,1012.56,20.60,true,false,991.96,15282.76
2024-11-20,31.4333,5060700,94339.49,28.5849,996.49,20.32,true,false,976.18,15342.27
2024-11-21,32.7033,7065000,98504.73,29.8469,957.02,19.76,true,false,937.26,15325.72
2024-11-22,32.9933,7611600,98997.66,29.9963,999.14,19.64,true,false,979.50,16158.44
2024-11-25,31.5667,7823700,93102.30,28.2100,1189.89,20.26,true,false,1169.63,18460.69
2024-11-26,30.2533,5245500,91985.32,27.8716,854.56,20.87,true,false,833.68,12610.82
2024-11-27,32.2067,5867100,95962.53,29.0766,1076.47,19.97,true,false,1056.50,17013.18
2024-11-29,32.3233,3602400,97461.52,29.5308,945.62,19.92,true,false,925.70,14960.81
2024-12-02,31.8800,5318400,95865.30,29.0472,975.24,20.12,true,false,955.13,15224.76
2024-12-03,31.8267,3896700,96002.16,29.0887,941.26,20.14,true,false,921.13,14658.18
2024-12-04,32.9567,4839300,98768.53,29.9269,1012.40,19.65,true,false,992.75,16358.84
2024-12-05,32.9867,7179900,96593.57,29.2679,1270.61,19.64,true,false,1250.97,20632.71
2024-12-06,33.8250,7067700,99920.71,30.2760,1172.22,19.30,true,false,1152.92,19498.78
2024-12-09,32.0267,5122800,97432.72,29.5221,848.37,20.05,true,false,828.31,13264.08
2024-12-10,32.1233,3764400,96675.43,29.2927,966.34,20.01,true,false,946.34,15199.72
2024-12-11,33.8333,4695000,101173.03,30.6554,1036.65,19.30,true,false,1017.35,17210.21
2024-12-12,33.3400,3289500,100043.00,30.3130,998.57,19.50,true,false,979.07,16321.16
2024-12-13,33.8500,3510600,101459.26,30.7422,1010.94,19.29,true,false,991.64,16783.59
2024-12-16,35.2333,5529600,106029.72,32.1270,966.89,18.77,true,false,948.12,16702.68
2024-12-17,35.5100,4930500,106140.60,32.1606,1041.46,18.67,true,false,1022.79,18159.58
2024-12-18,33.4400,4363800,100041.54,30.3126,1031.72,19.46,true,false,1012.26,16925.05
2024-12-19,32.0567,4015800,97490.95,29.5398,852.04,20.04,true,false,832.00,13335.63
2024-12-20,32.1000,3374400,97755.93,29.6200,837.25,20.02,true,false,817.24,13116.63
2024-12-23,30.9567,3275100,94686.24,28.6899,790.08,20.54,true,false,769.54,11911.26
2024-12-24,32.9233,2685000,98676.09,29.8989,1011.57,19.67,true,false,991.90,16328.34
2024-12-26,31.7900,2776800,95795.52,29.0260,952.23,20.16,true,false,932.08,14815.40
2024-12-27,31.4267,5169900,94164.86,28.5320,1014.55,20.32,true,false,994.23,15622.71
2024-12-30,31.3667,4259700,92643.21,28.0709,1174.09,20.35,true,false,1153.74,18094.54
2024-12-31,31.0900,3244200,93429.20,28.3090,982.35,20.47,true,false,961.88,14952.43
2025-01-02,32.4233,4601100,96886.88,29.3567,1044.60,19.88,true,false,1024.72,16612.47
2025-01-03,32.7467,4065600,98107.43,29.7266,1015.97,19.74,true,false,996.22,16311.50
2025-01-06,34.0267,3969000,102078.09,30.9297,1001.31,19.22,true,false,982.08,16708.49
2025-01-07,32.0633,6356100,96922.70,29.3676,917.93,20.03,true,false,897.90,14394.84
2025-01-08,31.2500,2593800,95043.52,28.7982,851.38,20.40,true,false,830.98,12984.02
2025-01-10,31.5300,2724600,94701.45,28.6945,988.15,20.27,true,false,967.88,15258.65
2025-01-13,31.1533,3115800,94516.52,28.6385,878.13,20.44,true,false,857.68,13359.85
2025-01-14,32.1000,1803900,96534.05,29.2498,974.43,20.02,true,false,954.41,15318.26
2025-01-15,33.1333,3453600,100504.49,30.4529,880.20,19.58,true,false,860.62,14257.63
2025-01-16,33.4167,2482200,99756.91,30.2263,1055.48,19.47,true,false,1036.01,17310.04
2025-01-17,34.8733,4290600,104462.04,31.6520,1017.74,18.90,true,false,998.83,17416.29
2025-01-21,35.3600,4110900,106146.27,32.1623,994.23,18.73,true,false,975.51,17246.95
2025-01-22,34.7167,2114100,103653.07,31.4069,1053.84,18.96,true,false,1034.88,17963.78
2025-01-23,34.3833,6705900,103960.17,31.4999,915.37,19.09,true,false,896.28,15408.53
